"Y","A","LIMIT_BAL","SEX","EDUCATION","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6"
1,1,130000,0,2,33,-1,-1,-1,-1,-1,-1,2454,1456,382,1043,2835,-184,1500,382,2000,3000,0,2000
1,1,240000,0,1,40,2,2,2,2,-2,-2,2500,2500,2500,0,0,0,0,0,0,0,0,0
0,0,170000,1,1,30,0,0,0,0,-2,-2,129848,89684,31050,0,0,0,5115,2500,0,0,0,0
0,0,580000,0,1,36,0,0,0,0,0,0,159760,162189,166127,169365,168755,167964,6422,6565,5951,6006,5894,5946
0,1,420000,1,1,47,0,0,0,0,0,0,54799,53507,54678,55403,56260,57598,5000,5000,3000,3000,3000,3000
0,1,90000,0,3,68,-2,-2,-2,-2,-1,-1,2000,1000,1000,1000,1052,69237,0,1000,1000,1052,71062,3000
0,0,170000,0,2,38,0,0,0,0,0,0,151050,148362,142223,126060,123978,120689,6000,5012,5000,5000,5000,5000
0,0,60000,0,1,26,-2,-2,-2,-2,-2,-2,0,-108,-216,-324,-432,-540,108,108,108,108,108,0
0,1,200000,0,3,46,-1,-1,-1,-1,-2,-2,1207,5590,2500,0,0,0,5590,2500,0,0,0,0
1,1,200000,1,1,47,0,0,0,0,0,0,202967,203188,198576,186981,137486,140473,7208,7282,5835,5000,5500,4954
0,1,230000,1,2,45,0,0,0,0,0,0,41414,42420,44234,45684,46653,47779,2000,2500,2500,2000,2000,2000
0,0,80000,0,3,30,0,0,0,-1,0,0,36676,38247,39856,28698,29299,30120,2165,2774,30458,1063,1308,4317
0,0,90000,0,2,24,0,0,-2,-1,-1,-2,3386,-63,0,1176,0,0,0,780,1176,0,0,0
0,0,20000,1,2,38,0,0,0,0,0,0,17760,19646,17922,18895,19325,19859,6500,2000,2000,1500,1000,1000
0,0,200000,0,1,37,0,0,0,0,0,0,105420,102870,89643,90938,92505,94031,4000,3250,3250,3500,3560,5000
0,0,410000,1,2,45,0,0,0,0,0,0,278405,285415,279484,274639,281158,288051,13000,10515,9884,11000,11425,11700
0,0,20000,0,2,28,0,0,2,0,0,0,2937,5696,4144,8168,6894,11424,3353,3,5101,6,6530,8103
0,1,200000,1,2,35,0,0,0,0,0,0,87750,89618,91499,93317,96110,98906,3000,3000,3000,4000,4000,5000
0,0,50000,1,2,29,2,2,2,2,2,2,39634,40697,41526,42045,42822,43962,2000,1800,1500,1600,2000,1700
0,0,300000,0,2,36,0,0,0,0,0,0,141486,79474,80813,111116,13534,10379,6000,5000,30303,2011,856,1010
1,0,400000,0,1,29,0,0,0,0,0,0,7191,8856,6181,7859,4899,1466,2000,1500,2000,1000,500,1000
0,0,200000,1,2,40,0,0,3,2,2,2,154090,172516,168401,164199,174420,178485,21000,0,0,13000,7000,1170
1,1,260000,0,3,48,0,0,0,0,0,0,97908,84773,70259,58341,58730,52789,2980,2338,1911,5014,5004,2007
1,1,310000,0,1,29,0,0,0,0,0,0,44592,40110,39805,36823,38987,32304,2000,1620,1332,2772,1500,1500
0,0,30000,0,1,22,0,0,0,0,0,2,22479,22650,22513,22391,23654,22738,2004,2004,2001,2001,1,1701
0,0,230000,0,1,24,0,-1,-1,-1,-1,0,14979,2480,1434,1420,9225,19013,2480,1434,1420,9225,10000,15000
0,0,30000,1,2,26,3,2,2,0,0,0,30311,31213,30425,30062,30270,29176,1700,0,1310,908,915,1052
0,1,30000,0,3,22,0,0,-1,0,0,-1,8922,6698,187,1187,0,1405,1275,187,1000,0,1405,623
0,1,390000,0,1,39,-2,-2,-2,-2,-2,-2,48417,15530,112316,114797,131601,130295,2000,97472,4000,20000,31667,6539
0,0,360000,0,1,29,0,0,0,0,0,0,270528,267435,193910,167029,134294,154290,10256,12000,15273,15000,25000,12000
0,1,30000,0,2,43,-1,0,0,0,0,0,25166,26195,27209,27924,30204,30000,1437,1451,1166,2900,600,0
0,1,200000,0,2,32,1,-1,2,-1,2,2,-400,163,163,2231,2048,4732,563,0,2250,0,2732,0
1,0,200000,1,2,28,-1,0,0,0,-1,-1,29804,30892,25355,21666,15404,11559,20044,10198,15083,15450,11593,18784
1,1,310000,0,2,47,0,0,0,0,0,0,290211,296743,303686,226605,224937,228912,10989,12100,8000,8000,9000,7670
0,0,220000,0,1,24,2,3,2,2,2,0,184761,178939,183158,183890,179764,181627,0,10000,6300,0,6118,6097
1,0,50000,0,1,27,0,0,0,0,0,0,49959,47675,48349,46192,45272,46230,2100,2426,2100,1600,2000,1900
1,0,90000,1,2,28,2,0,0,0,2,2,18978,20675,23329,24940,24404,27227,2000,3000,2000,0,3400,0
0,0,90000,0,2,24,0,0,0,0,-2,-2,80699,68100,33434,0,0,0,2991,2655,0,0,0,0
0,0,50000,1,1,24,-1,-1,-1,-1,-1,-1,236,4324,1861,0,1780,2581,4324,1861,0,1780,2581,2140
0,1,200000,0,1,35,-2,-1,-1,-1,-1,-1,0,185,1916,0,150,1348,185,1916,0,150,1348,1000
0,0,250000,0,1,44,-1,-1,-2,-2,-1,-1,891,-33,-33,-33,267,144,0,0,0,300,144,0
0,0,500000,1,1,31,-2,-2,-1,0,-1,-1,81252,14979,26089,13333,13256,106200,16527,27243,1000,13256,106354,213405
